i,j,y,t,l,k,alpha,psi,cat_control,cts_control
775,86,-2.240561645,0,2,3,0,-0.348755696,1,0.58539076
775,86,0.727933513,1,2,3,0,-0.348755696,0,0.46326772
775,86,2.284936775,2,2,3,0,-0.348755696,1,0.734809454
775,85,-4.151267569,3,2,3,0,-0.348755696,1,0.992175778
775,85,-1.18926423,4,2,3,0,-0.348755696,1,0.801829954
776,166,4.578169821,0,4,9,1.934843132,1.335177736,0,0.23809183
776,166,2.639499788,1,4,9,1.934843132,1.335177736,0,0.364753714
776,140,4.997607354,2,4,8,1.934843132,0.908457869,1,0.596458059
776,140,4.23092536,3,4,8,1.934843132,0.908457869,1,0.999639132
776,140,0.975194051,4,4,8,1.934843132,0.908457869,0,0.301448712
777,84,-1.217823656,0,2,3,0,-0.348755696,0,0.042435218
777,84,-3.58555757,1,2,3,0,-0.348755696,1,0.098770716
777,84,-1.202443476,2,2,3,0,-0.348755696,0,0.364760605
777,84,-0.694456888,3,2,3,0,-0.348755696,0,0.199346966
777,84,-1.804877738,4,2,3,0,-0.348755696,0,0.822843361
778,82,-2.052881829,0,1,2,-0.861454599,-0.604585347,1,0.06616185
778,82,-1.593149564,1,1,2,-0.861454599,-0.604585347,0,0.839109425
778,82,0.958923223,2,1,2,-0.861454599,-0.604585347,1,0.838803978
778,82,-2.472302098,3,1,2,-0.861454599,-0.604585347,0,0.072915624
778,82,-1.801638379,4,1,2,-0.861454599,-0.604585347,1,0.701236065
779,171,5.493539193,0,4,9,1.934843132,1.335177736,1,0.213283034
779,171,3.651923102,1,4,9,1.934843132,1.335177736,1,0.276520388
779,171,7.569829925,2,4,9,1.934843132,1.335177736,1,0.540019759
779,171,2.454704642,3,4,9,1.934843132,1.335177736,0,0.370507675
779,171,2.542999512,4,4,9,1.934843132,1.335177736,1,0.184882688
780,1,-2.873736437,0,1,0,-0.861454599,-1.335177736,1,0.062025758
780,34,-2.999857762,1,1,0,-0.861454599,-1.335177736,0,0.398985104
780,34,0.552015779,2,1,0,-0.861454599,-1.335177736,1,0.075665565
780,34,-3.272262171,3,1,0,-0.861454599,-1.335177736,0,0.311016248
780,34,-1.554697563,4,1,0,-0.861454599,-1.335177736,0,0.980975379
781,114,1.59183137,0,2,6,0,0.348755696,0,0.144492785
781,114,0.419523925,1,2,6,0,0.348755696,0,0.049455847
781,114,1.845595544,2,2,6,0,0.348755696,1,0.402661369
781,114,2.032247409,3,2,6,0,0.348755696,0,0.416075745
781,114,-0.35866042,4,2,6,0,0.348755696,0,0.542064977
782,147,-2.572468251,0,2,9,0,1.335177736,1,0.059909607
782,147,-3.775972543,1,2,9,0,1.335177736,0,0.387646359
782,147,3.274757001,2,2,9,0,1.335177736,0,0.811308454
782,147,-0.634650835,3,2,9,0,1.335177736,0,0.011632521
782,147,1.255629977,4,2,9,0,1.335177736,1,0.976398317
783,113,1.32879858,0,2,6,0,0.348755696,0,0.973581001
783,113,-2.831477926,1,2,6,0,0.348755696,1,0.908686584
783,80,-3.163874937,2,2,2,0,-0.604585347,1,0.979576514
783,80,0.791128829,3,2,2,0,-0.604585347,0,0.500847806
783,80,0.65388047,4,2,2,0,-0.604585347,0,0.610596805
784,187,2.789119407,0,3,9,0.861454599,1.335177736,0,0.94825264
784,187,3.988610178,1,3,9,0.861454599,1.335177736,1,0.654240184
784,187,3.371190865,2,3,9,0.861454599,1.335177736,1,0.537269662
784,187,3.923989971,3,3,9,0.861454599,1.335177736,0,0.15299154
784,187,4.320379438,4,3,9,0.861454599,1.335177736,0,0.293908544
785,44,-3.95321817,0,2,0,0,-1.335177736,1,0.432587814
785,44,-1.811793439,1,2,0,0,-1.335177736,1,0.893263542
785,44,-1.34618736,2,2,0,0,-1.335177736,1,0.833397962
785,44,-1.123720463,3,2,0,0,-1.335177736,1,0.341178439
785,44,-1.752335796,4,2,0,0,-1.335177736,0,0.70422356
786,5,-1.731792609,0,1,0,-0.861454599,-1.335177736,0,0.077108852
786,5,-2.38445486,1,1,0,-0.861454599,-1.335177736,1,0.040545837
786,5,0.012885696,2,1,0,-0.861454599,-1.335177736,1,0.853852943
786,66,-5.150315823,3,1,1,-0.861454599,-0.908457869,0,0.924087314
786,11,-0.671994528,4,1,0,-0.861454599,-1.335177736,1,0.938473202
787,198,5.885981582,0,3,9,0.861454599,1.335177736,1,0.617352441
787,198,3.13350363,1,3,9,0.861454599,1.335177736,0,0.212664615
787,198,0.909891567,2,3,9,0.861454599,1.335177736,1,0.873855007
787,198,1.337181365,3,3,9,0.861454599,1.335177736,1,0.58480616
787,198,0.854883057,4,3,9,0.861454599,1.335177736,1,0.044911471
788,43,-5.617758654,0,1,0,-0.861454599,-1.335177736,0,0.174192547
788,43,-4.20807292,1,1,0,-0.861454599,-1.335177736,0,0.87591714
788,43,-1.881570004,2,1,0,-0.861454599,-1.335177736,0,0.316168368
788,43,1.409274189,3,1,0,-0.861454599,-1.335177736,1,0.529723242
788,43,-3.300966591,4,1,0,-0.861454599,-1.335177736,0,0.970126654
789,102,-0.361030517,0,2,5,0,0.114185294,0,0.391174358
789,72,-1.933565346,1,2,2,0,-0.604585347,0,0.093859821
789,72,-2.243625782,2,2,2,0,-0.604585347,0,0.43674613
789,72,-2.711955233,3,2,2,0,-0.604585347,1,0.247426007
789,72,-1.195635861,4,2,2,0,-0.604585347,1,0.662073419
790,7,-2.611040183,0,0,0,-1.934843132,-1.335177736,0,0.319943403
790,91,-5.044356871,1,0,4,-1.934843132,-0.114185294,1,0.889905897
790,91,-3.997176785,2,0,4,-1.934843132,-0.114185294,1,0.221897039
790,91,-2.872779627,3,0,4,-1.934843132,-0.114185294,0,0.05038018
790,91,-0.691353178,4,0,4,-1.934843132,-0.114185294,1,0.414137276
791,12,-1.547669629,0,0,0,-1.934843132,-1.335177736,0,0.146513972
791,12,-3.718553645,1,0,0,-1.934843132,-1.335177736,0,0.308101582
791,28,-4.486438998,2,0,0,-1.934843132,-1.335177736,1,0.90188977
791,28,-3.91461487,3,0,0,-1.934843132,-1.335177736,1,0.394658945
791,28,1.686032563,4,0,0,-1.934843132,-1.335177736,1,0.604982119
792,103,3.779728037,0,2,5,0,0.114185294,0,0.361186171
792,103,1.046375818,1,2,5,0,0.114185294,0,0.073038595
792,103,0.52294804,2,2,5,0,0.114185294,0,0.032484744
792,103,-1.594156165,3,2,5,0,0.114185294,1,0.014009326
792,121,0.685455473,4,2,7,0,0.604585347,1,0.559972886
793,123,1.28101948,0,2,7,0,0.604585347,0,0.949668838
793,123,-2.069259068,1,2,7,0,0.604585347,0,0.919930799
793,123,-0.41703063,2,2,7,0,0.604585347,1,0.433600696
793,123,0.920768927,3,2,7,0,0.604585347,0,0.299139884
793,123,0.468392526,4,2,7,0,0.604585347,0,0.372715346
794,32,3.641540014,0,3,0,0.861454599,-1.335177736,0,0.486894635
794,32,-1.303977403,1,3,0,0.861454599,-1.335177736,0,0.66583079
794,32,-2.249577853,2,3,0,0.861454599,-1.335177736,0,0.831743692
794,32,-1.108073335,3,3,0,0.861454599,-1.335177736,1,0.996229631
794,32,-2.259493066,4,3,0,0.861454599,-1.335177736,1,0.510819245
795,166,-0.426834589,0,2,9,0,1.335177736,1,0.165983286
795,166,4.766039333,1,2,9,0,1.335177736,1,0.080439153
795,166,0.456042965,2,2,9,0,1.335177736,0,0.321656715
795,166,0.018352634,3,2,9,0,1.335177736,0,0.814929506
795,166,-1.587072542,4,2,9,0,1.335177736,1,0.79737202
796,156,3.294638419,0,4,9,1.934843132,1.335177736,1,0.881783272
796,156,2.825295206,1,4,9,1.934843132,1.335177736,1,0.306156316
796,156,1.886577081,2,4,9,1.934843132,1.335177736,1,0.781640783
796,156,2.101284194,3,4,9,1.934843132,1.335177736,0,0.456408927
796,147,5.983996391,4,4,9,1.934843132,1.335177736,0,0.012116823
797,148,3.799959531,0,4,9,1.934843132,1.335177736,1,0.153855383
797,196,3.468821605,1,4,9,1.934843132,1.335177736,0,0.153280491
797,196,1.56536388,2,4,9,1.934843132,1.335177736,1,0.41855169
797,196,2.983835389,3,4,9,1.934843132,1.335177736,0,0.350532526
797,196,4.429236985,4,4,9,1.934843132,1.335177736,0,0.41875589
798,131,3.707161175,0,3,8,0.861454599,0.908457869,0,0.004569594
798,131,1.498313533,1,3,8,0.861454599,0.908457869,1,0.082055511
798,131,3.754225343,2,3,8,0.861454599,0.908457869,1,0.360360937
798,131,1.868117139,3,3,8,0.861454599,0.908457869,0,0.042653065
798,131,-0.652719872,4,3,8,0.861454599,0.908457869,1,0.047064933
799,166,9.943737332,0,4,9,1.934843132,1.335177736,0,0.043494543
799,166,2.937335068,1,4,9,1.934843132,1.335177736,0,0.886317685
799,166,4.942528564,2,4,9,1.934843132,1.335177736,1,0.753476977
799,166,0.801021307,3,4,9,1.934843132,1.335177736,1,0.311388499
799,155,1.527266256,4,4,9,1.934843132,1.335177736,0,0.119202654
800,130,-1.288773084,0,4,8,1.934843132,0.908457869,0,0.056859378
800,130,1.563357413,1,4,8,1.934843132,0.908457869,1,0.949879365
800,130,3.299174192,2,4,8,1.934843132,0.908457869,0,0.528288881
800,130,0.88003264,3,4,8,1.934843132,0.908457869,1,0.449278329
800,130,5.71159943,4,4,8,1.934843132,0.908457869,0,0.18925537
801,74,-5.843254179,0,1,2,-0.861454599,-0.604585347,1,0.573080082
801,74,-3.723947653,1,1,2,-0.861454599,-0.604585347,1,0.622738183
801,74,1.465468162,2,1,2,-0.861454599,-0.604585347,0,0.184307339
801,74,-0.714426194,3,1,2,-0.861454599,-0.604585347,0,0.447196686
801,74,-3.477499421,4,1,2,-0.861454599,-0.604585347,0,0.984129142
802,64,-1.745079841,0,0,1,-1.934843132,-0.908457869,1,0.485462608
802,64,-4.694109596,1,0,1,-1.934843132,-0.908457869,1,0.249048946
802,64,-1.037849962,2,0,1,-1.934843132,-0.908457869,1,0.520555502
802,64,-0.680941231,3,0,1,-1.934843132,-0.908457869,1,0.378654395
802,64,-5.445258613,4,0,1,-1.934843132,-0.908457869,1,0.679316454
803,173,4.296651615,0,3,9,0.861454599,1.335177736,0,0.148242147
803,173,2.605251956,1,3,9,0.861454599,1.335177736,1,0.614171447
803,173,6.11284931,2,3,9,0.861454599,1.335177736,0,0.191663086
803,173,-3.423398329,3,3,9,0.861454599,1.335177736,0,0.494279213
803,173,1.078746732,4,3,9,0.861454599,1.335177736,0,0.622344594
804,166,4.951816607,0,4,9,1.934843132,1.335177736,0,0.579588004
804,166,5.169965241,1,4,9,1.934843132,1.335177736,1,0.898181451
804,166,4.357695196,2,4,9,1.934843132,1.335177736,0,0.223570528
804,130,3.148689823,3,4,8,1.934843132,0.908457869,0,0.052397736
804,130,1.562853603,4,4,8,1.934843132,0.908457869,0,0.870638399
805,96,-2.869666219,0,2,4,0,-0.114185294,0,0.788220041
805,96,-0.289159846,1,2,4,0,-0.114185294,1,0.115082167
805,96,0.422795108,2,2,4,0,-0.114185294,0,0.092593107
805,96,0.55960813,3,2,4,0,-0.114185294,1,0.763791185
805,96,-2.809945113,4,2,4,0,-0.114185294,1,0.228301694
806,159,4.137935726,0,4,9,1.934843132,1.335177736,1,0.506699437
806,159,4.557861822,1,4,9,1.934843132,1.335177736,1,0.824483319
806,159,2.970759734,2,4,9,1.934843132,1.335177736,0,0.566978263
806,159,0.862616487,3,4,9,1.934843132,1.335177736,0,0.804018938
806,159,5.212254064,4,4,9,1.934843132,1.335177736,1,0.134762498
807,166,3.603382996,0,2,9,0,1.335177736,0,0.690971605
807,166,1.671502906,1,2,9,0,1.335177736,0,0.814734466
807,166,-2.043111171,2,2,9,0,1.335177736,1,0.463010307
807,166,-2.835170536,3,2,9,0,1.335177736,0,0.863217683
807,166,1.407916107,4,2,9,0,1.335177736,1,0.014853188
808,74,0.181686952,0,1,2,-0.861454599,-0.604585347,1,0.035329657
808,74,-2.942901486,1,1,2,-0.861454599,-0.604585347,0,0.008304199
808,74,-1.138618751,2,1,2,-0.861454599,-0.604585347,1,0.005279357
808,74,-0.804387135,3,1,2,-0.861454599,-0.604585347,0,0.36945779
808,74,1.945853524,4,1,2,-0.861454599,-0.604585347,1,0.96575783
809,150,4.034878108,0,4,9,1.934843132,1.335177736,0,0.816576629
809,150,2.89539868,1,4,9,1.934843132,1.335177736,1,0.406839351
809,150,1.36264866,2,4,9,1.934843132,1.335177736,1,0.731850499
809,150,4.4263242,3,4,9,1.934843132,1.335177736,1,0.039484382
809,150,3.652395232,4,4,9,1.934843132,1.335177736,1,0.638402296
810,7,-1.282880905,0,0,0,-1.934843132,-1.335177736,0,0.58134085
810,7,-2.422009173,1,0,0,-1.934843132,-1.335177736,1,0.583658925
810,7,0.476738331,2,0,0,-1.934843132,-1.335177736,1,0.997776883
810,7,-4.84557299,3,0,0,-1.934843132,-1.335177736,0,0.227090133
810,7,-1.873797433,4,0,0,-1.934843132,-1.335177736,0,0.151176078
811,124,-0.073280173,0,3,7,0.861454599,0.604585347,1,0.829686692
811,124,1.909326858,1,3,7,0.861454599,0.604585347,0,0.858952659
811,124,-1.272348318,2,3,7,0.861454599,0.604585347,1,0.079516506
811,124,4.977255293,3,3,7,0.861454599,0.604585347,1,0.71486025
811,124,2.360413871,4,3,7,0.861454599,0.604585347,1,0.958186994
812,167,6.047516475,0,3,9,0.861454599,1.335177736,1,0.459492292
812,167,2.218410544,1,3,9,0.861454599,1.335177736,1,0.445280856
812,167,2.764374202,2,3,9,0.861454599,1.335177736,1,0.888536048
812,167,2.598601712,3,3,9,0.861454599,1.335177736,0,0.488776986
812,168,4.354202874,4,3,9,0.861454599,1.335177736,0,0.11427632
813,40,-2.758471176,0,0,0,-1.934843132,-1.335177736,0,0.16543089
813,40,-2.999525986,1,0,0,-1.934843132,-1.335177736,0,0.489410529
813,40,-3.461377948,2,0,0,-1.934843132,-1.335177736,1,0.1565448
813,14,-3.188941665,3,0,0,-1.934843132,-1.335177736,0,0.624474552
813,14,-4.104652652,4,0,0,-1.934843132,-1.335177736,1,0.055978527
814,149,0.214291726,0,4,9,1.934843132,1.335177736,0,0.448976155
814,149,5.565127036,1,4,9,1.934843132,1.335177736,0,0.468336554
814,149,2.539510065,2,4,9,1.934843132,1.335177736,0,0.635155207
814,149,4.926726621,3,4,9,1.934843132,1.335177736,0,0.285254846
814,149,5.081400389,4,4,9,1.934843132,1.335177736,0,0.642646703
815,50,-4.226658148,0,0,1,-1.934843132,-0.908457869,0,0.877518279
815,50,1.111313854,1,0,1,-1.934843132,-0.908457869,1,0.000784437
815,9,-7.474748508,2,0,0,-1.934843132,-1.335177736,1,0.636578638
815,9,-2.1361596,3,0,0,-1.934843132,-1.335177736,0,0.721929194
815,9,-2.292092239,4,0,0,-1.934843132,-1.335177736,1,0.202263599
816,158,2.529841003,0,4,9,1.934843132,1.335177736,0,0.153323284
816,158,0.663176202,1,4,9,1.934843132,1.335177736,0,0.938606818
816,158,4.040965684,2,4,9,1.934843132,1.335177736,0,0.521283771
816,158,5.548976633,3,4,9,1.934843132,1.335177736,1,0.30609694
816,158,4.79848675,4,4,9,1.934843132,1.335177736,0,0.099624459
817,180,5.296773357,0,4,9,1.934843132,1.335177736,1,0.485522828
817,180,4.057880833,1,4,9,1.934843132,1.335177736,1,0.837769724
817,180,2.295182245,2,4,9,1.934843132,1.335177736,0,0.135314142
817,186,6.866312609,3,4,9,1.934843132,1.335177736,0,0.514095584
817,186,3.634843432,4,4,9,1.934843132,1.335177736,1,0.42369972
818,45,-1.554264873,0,1,0,-0.861454599,-1.335177736,0,0.42045105
818,45,-0.876756256,1,1,0,-0.861454599,-1.335177736,1,0.296551766
818,45,-1.510247374,2,1,0,-0.861454599,-1.335177736,0,0.124995106
818,92,-4.285190467,3,1,4,-0.861454599,-0.114185294,1,0.131611938
818,92,-0.445833614,4,1,4,-0.861454599,-0.114185294,1,0.623925078
819,88,-1.703759357,0,1,3,-0.861454599,-0.348755696,0,0.44364707
819,88,-0.259136511,1,1,3,-0.861454599,-0.348755696,0,0.363747217
819,88,-1.304666029,2,1,3,-0.861454599,-0.348755696,1,0.703684184
819,88,-6.574289328,3,1,3,-0.861454599,-0.348755696,0,0.880827045
819,88,-2.513293291,4,1,3,-0.861454599,-0.348755696,1,0.105006197
820,186,1.775934438,0,3,9,0.861454599,1.335177736,1,0.173540839
820,186,4.648640104,1,3,9,0.861454599,1.335177736,0,0.265362034
820,186,0.621585478,2,3,9,0.861454599,1.335177736,0,0.161303074
820,186,5.754191366,3,3,9,0.861454599,1.335177736,0,0.1237032
820,186,3.496543948,4,3,9,0.861454599,1.335177736,1,0.859196687
821,6,-2.665405894,0,0,0,-1.934843132,-1.335177736,0,0.21342733
821,6,-1.446630441,1,0,0,-1.934843132,-1.335177736,0,0.797839419
821,6,-5.895812913,2,0,0,-1.934843132,-1.335177736,1,0.678850475
821,6,-2.516774012,3,0,0,-1.934843132,-1.335177736,0,0.417904347
821,6,-2.222807096,4,0,0,-1.934843132,-1.335177736,0,0.341297072
822,51,-2.330683415,0,2,1,0,-0.908457869,1,0.295599681
822,51,-1.540014109,1,2,1,0,-0.908457869,1,0.185084182
822,51,-0.135031963,2,2,1,0,-0.908457869,0,0.81187899
822,51,-2.791859687,3,2,1,0,-0.908457869,0,0.171748565
822,74,1.269317053,4,2,2,0,-0.604585347,1,0.0642488
823,126,2.748470781,0,2,7,0,0.604585347,1,0.933528619
823,126,-1.131205116,1,2,7,0,0.604585347,0,0.958115951
823,126,3.300115731,2,2,7,0,0.604585347,1,0.324856772
823,126,-5.011024871,3,2,7,0,0.604585347,1,0.855989846
823,126,-1.983014821,4,2,7,0,0.604585347,1,0.73712338
824,25,0.218962215,0,2,0,0,-1.335177736,0,0.628968293
824,25,0.231757835,1,2,0,0,-1.335177736,0,0.186246092
824,25,-1.03305786,2,2,0,0,-1.335177736,1,0.658607364
824,25,-0.383098811,3,2,0,0,-1.335177736,1,0.766894348
824,69,-1.975872422,4,2,1,0,-0.908457869,0,0.018211318
825,181,4.595432619,0,4,9,1.934843132,1.335177736,0,0.741142419
825,181,6.588542781,1,4,9,1.934843132,1.335177736,1,0.838539966
825,181,0.802311224,2,4,9,1.934843132,1.335177736,0,0.307668526
825,181,3.288509035,3,4,9,1.934843132,1.335177736,0,0.220368005
825,181,1.243104153,4,4,9,1.934843132,1.335177736,0,0.426984625
826,101,0.619336574,0,2,5,0,0.114185294,1,0.711863405
826,113,0.663294148,1,2,6,0,0.348755696,0,0.62819378
826,113,0.242915869,2,2,6,0,0.348755696,1,0.256475616
826,113,1.912499757,3,2,6,0,0.348755696,0,0.702397777
826,113,-1.731370838,4,2,6,0,0.348755696,1,0.812986362
827,181,3.965476235,0,4,9,1.934843132,1.335177736,1,0.534683332
827,181,1.605714329,1,4,9,1.934843132,1.335177736,1,0.625618755
827,181,4.261239705,2,4,9,1.934843132,1.335177736,1,0.408160593
827,181,4.166064381,3,4,9,1.934843132,1.335177736,0,0.692109065
827,181,5.341735491,4,4,9,1.934843132,1.335177736,1,0.45883074
828,165,6.89893668,0,4,9,1.934843132,1.335177736,1,0.198766671
828,165,3.383847141,1,4,9,1.934843132,1.335177736,0,0.449040912
828,165,1.892115249,2,4,9,1.934843132,1.335177736,1,0.529951218
828,165,4.205549486,3,4,9,1.934843132,1.335177736,0,0.79542602
828,165,4.316402038,4,4,9,1.934843132,1.335177736,0,0.715505247
829,187,1.703570425,0,4,9,1.934843132,1.335177736,0,0.397799898
829,175,2.860162187,1,4,9,1.934843132,1.335177736,0,0.523366451
829,175,2.104352371,2,4,9,1.934843132,1.335177736,1,0.156247004
829,175,4.079578631,3,4,9,1.934843132,1.335177736,0,0.320871229
829,175,0.492949402,4,4,9,1.934843132,1.335177736,0,0.129918632
830,44,-6.33919729,0,0,0,-1.934843132,-1.335177736,1,0.123363502
830,44,-3.549696876,1,0,0,-1.934843132,-1.335177736,0,0.240074763
830,44,-5.093258264,2,0,0,-1.934843132,-1.335177736,0,0.958634602
830,44,-2.730337077,3,0,0,-1.934843132,-1.335177736,0,0.563334898
830,44,-2.292811074,4,0,0,-1.934843132,-1.335177736,1,0.749960567
831,117,1.115660038,0,3,7,0.861454599,0.604585347,0,0.198102405
831,117,0.224795251,1,3,7,0.861454599,0.604585347,1,0.886873402
831,117,0.228261071,2,3,7,0.861454599,0.604585347,1,0.070195048
831,117,2.189145636,3,3,7,0.861454599,0.604585347,0,0.970692792
831,117,-0.666171201,4,3,7,0.861454599,0.604585347,0,0.118453033
832,117,2.755194442,0,3,7,0.861454599,0.604585347,0,0.55905819
832,117,1.278435579,1,3,7,0.861454599,0.604585347,1,0.098684556
832,117,4.093200062,2,3,7,0.861454599,0.604585347,1,0.550275322
832,117,0.952139765,3,3,7,0.861454599,0.604585347,0,0.132982794
832,117,1.482431196,4,3,7,0.861454599,0.604585347,0,0.400708269
833,55,-1.260952345,0,2,1,0,-0.908457869,1,0.496511002
833,48,-2.582699988,1,2,0,0,-1.335177736,1,0.219737469
833,48,-5.200860525,2,2,0,0,-1.335177736,1,0.341450254
833,48,-2.524085404,3,2,0,0,-1.335177736,1,0.865060428
833,48,-6.708574252,4,2,0,0,-1.335177736,0,0.539491978
834,4,-3.562740808,0,0,0,-1.934843132,-1.335177736,0,0.708695102
834,4,-6.500180115,1,0,0,-1.934843132,-1.335177736,1,0.071476077
834,4,-4.309160946,2,0,0,-1.934843132,-1.335177736,1,0.580175048
834,4,-0.754413848,3,0,0,-1.934843132,-1.335177736,0,0.330119647
834,4,-1.107980849,4,0,0,-1.934843132,-1.335177736,1,0.433740174
835,110,4.432987711,0,4,6,1.934843132,0.348755696,1,0.072903644
835,110,1.888269725,1,4,6,1.934843132,0.348755696,0,0.442888868
835,171,2.649351879,2,4,9,1.934843132,1.335177736,1,0.396384519
835,171,-0.334645816,3,4,9,1.934843132,1.335177736,1,0.984183462
835,171,3.759954331,4,4,9,1.934843132,1.335177736,1,0.157863288
836,173,2.071106994,0,2,9,0,1.335177736,0,0.79737752
836,173,-2.873777129,1,2,9,0,1.335177736,0,0.551147699
836,173,3.097339033,2,2,9,0,1.335177736,0,0.981177764
836,173,-0.900927932,3,2,9,0,1.335177736,1,0.115255996
836,173,-1.03670264,4,2,9,0,1.335177736,0,0.310565944
837,182,1.179072134,0,3,9,0.861454599,1.335177736,0,0.8675964
837,182,2.412467376,1,3,9,0.861454599,1.335177736,0,0.575764361
837,182,1.312281044,2,3,9,0.861454599,1.335177736,0,0.289738164
837,182,2.563975042,3,3,9,0.861454599,1.335177736,1,0.334251776
837,198,0.334373888,4,3,9,0.861454599,1.335177736,1,0.78785373
838,71,-2.104565663,0,2,2,0,-0.604585347,0,0.582231076
838,96,-0.396134921,1,2,4,0,-0.114185294,1,0.209769966
838,96,1.467462641,2,2,4,0,-0.114185294,1,0.652790998
838,96,-0.296342438,3,2,4,0,-0.114185294,0,0.42580493
838,96,1.936559758,4,2,4,0,-0.114185294,1,0.053751082
839,98,0.309981953,0,3,4,0.861454599,-0.114185294,0,0.637410544
839,98,0.350597041,1,3,4,0.861454599,-0.114185294,0,0.465467175
839,98,4.875795143,2,3,4,0.861454599,-0.114185294,1,0.498536311
839,98,0.97642076,3,3,4,0.861454599,-0.114185294,1,0.849949927
839,98,0.051799618,4,3,4,0.861454599,-0.114185294,1,0.552638598
840,165,-1.886317697,0,3,9,0.861454599,1.335177736,0,0.019530503
840,165,1.481816457,1,3,9,0.861454599,1.335177736,0,0.448768204
840,165,2.735040071,2,3,9,0.861454599,1.335177736,0,0.450605612
840,165,4.565761094,3,3,9,0.861454599,1.335177736,1,0.911994186
840,165,1.713772916,4,3,9,0.861454599,1.335177736,1,0.577106921
841,189,2.429210071,0,4,9,1.934843132,1.335177736,0,0.329923329
841,189,5.793344291,1,4,9,1.934843132,1.335177736,0,0.922052044
841,189,2.059289066,2,4,9,1.934843132,1.335177736,1,0.212034994
841,189,2.466008895,3,4,9,1.934843132,1.335177736,0,0.219992764
841,189,1.117798659,4,4,9,1.934843132,1.335177736,0,0.153273372
842,164,3.12281472,0,4,9,1.934843132,1.335177736,0,0.525798955
842,164,3.213735375,1,4,9,1.934843132,1.335177736,0,0.014967965
842,135,4.437530829,2,4,8,1.934843132,0.908457869,0,0.961478472
842,187,3.953610099,3,4,9,1.934843132,1.335177736,1,0.718381625
842,187,4.147195357,4,4,9,1.934843132,1.335177736,1,0.427476637
843,50,-7.517997903,0,0,1,-1.934843132,-0.908457869,1,0.687166381
843,24,-2.704245038,1,0,0,-1.934843132,-1.335177736,1,0.522786617
843,24,-2.391204283,2,0,0,-1.934843132,-1.335177736,0,0.251794334
843,24,-3.13767215,3,0,0,-1.934843132,-1.335177736,0,0.244529198
843,24,-4.847855895,4,0,0,-1.934843132,-1.335177736,1,0.800271065
844,48,-4.053559656,0,0,0,-1.934843132,-1.335177736,1,0.706222353
844,48,-3.448933909,1,0,0,-1.934843132,-1.335177736,1,0.777554594
844,48,-3.096321593,2,0,0,-1.934843132,-1.335177736,1,0.643639269
844,48,-4.481698694,3,0,0,-1.934843132,-1.335177736,0,0.916929805
844,37,-5.992376096,4,0,0,-1.934843132,-1.335177736,0,0.778294314
845,110,1.925754801,0,2,6,0,0.348755696,1,0.683770405
845,110,0.543504861,1,2,6,0,0.348755696,0,0.614460349
845,93,-0.127554335,2,2,4,0,-0.114185294,1,0.323023153
845,93,0.350311555,3,2,4,0,-0.114185294,0,0.623782411
845,93,3.510074019,4,2,4,0,-0.114185294,0,0.40629363
846,160,3.69261676,0,3,9,0.861454599,1.335177736,0,0.864317972
846,115,0.219270073,1,3,6,0.861454599,0.348755696,1,0.108765816
846,149,-1.207856511,2,3,9,0.861454599,1.335177736,1,0.633434448
846,149,3.961616049,3,3,9,0.861454599,1.335177736,0,0.734655032
846,149,0.189185337,4,3,9,0.861454599,1.335177736,1,0.509293624
847,168,2.000035309,0,3,9,0.861454599,1.335177736,0,0.557206244
847,168,2.185128295,1,3,9,0.861454599,1.335177736,0,0.545283895
847,168,0.961066402,2,3,9,0.861454599,1.335177736,1,0.63646972
847,168,-0.830072779,3,3,9,0.861454599,1.335177736,1,0.999143705
847,168,-2.058816509,4,3,9,0.861454599,1.335177736,0,0.946960989
848,134,0.925692565,0,3,8,0.861454599,0.908457869,0,0.167284297
848,134,2.728773197,1,3,8,0.861454599,0.908457869,1,0.987295591
848,134,-0.307778406,2,3,8,0.861454599,0.908457869,0,0.807659914
848,134,3.030735018,3,3,8,0.861454599,0.908457869,1,0.740101007
848,130,2.572007391,4,3,8,0.861454599,0.908457869,0,0.009392473
849,183,1.79484352,0,4,9,1.934843132,1.335177736,1,0.105146133
849,183,1.592043654,1,4,9,1.934843132,1.335177736,1,0.781486809
849,184,0.40363473,2,4,9,1.934843132,1.335177736,0,0.568584205
849,184,4.926845487,3,4,9,1.934843132,1.335177736,0,0.898055683
849,184,3.428428597,4,4,9,1.934843132,1.335177736,0,0.317113217
850,57,-2.870933515,0,0,1,-1.934843132,-0.908457869,1,0.920246573
850,57,-3.521132783,1,0,1,-1.934843132,-0.908457869,1,0.795375373
850,57,-1.63305026,2,0,1,-1.934843132,-0.908457869,1,0.608099566
850,57,-4.199871385,3,0,1,-1.934843132,-0.908457869,1,0.54472771
850,57,-1.552897479,4,0,1,-1.934843132,-0.908457869,1,0.999748736
851,3,-3.476630906,0,1,0,-0.861454599,-1.335177736,0,0.407508089
851,3,-1.52963771,1,1,0,-0.861454599,-1.335177736,1,0.24316485
851,3,0.586248491,2,1,0,-0.861454599,-1.335177736,0,0.236756161
851,3,-0.750032625,3,1,0,-0.861454599,-1.335177736,0,0.054764255
851,3,-3.52453658,4,1,0,-0.861454599,-1.335177736,0,0.656752251
852,128,2.222998883,0,3,8,0.861454599,0.908457869,0,0.483803115
852,128,0.822618099,1,3,8,0.861454599,0.908457869,1,0.108106242
