,i,j,y,t,l,k,alpha,psi
3898,779,171,2.4547046416628726,3,4,9,1.934843132203402,1.3351777361189363
3899,779,171,2.542999511934797,4,4,9,1.934843132203402,1.3351777361189363
3900,780,1,-2.873736437125209,0,1,0,-0.8614545985909151,-1.335177736118937
3901,780,34,-2.9998577619882396,1,1,0,-0.8614545985909151,-1.335177736118937
3902,780,34,0.5520157786257296,2,1,0,-0.8614545985909151,-1.335177736118937
3903,780,34,-3.272262170586641,3,1,0,-0.8614545985909151,-1.335177736118937
3904,780,34,-1.554697563128717,4,1,0,-0.8614545985909151,-1.335177736118937
3905,781,114,1.5918313699177766,0,2,6,0.0,0.3487556955170447
3906,781,114,0.4195239254648409,1,2,6,0.0,0.3487556955170447
3907,781,114,1.8455955439440708,2,2,6,0.0,0.3487556955170447
3908,781,114,2.03224740943269,3,2,6,0.0,0.3487556955170447
3909,781,114,-0.3586604201068309,4,2,6,0.0,0.3487556955170447
3910,782,147,-2.572468250756862,0,2,9,0.0,1.3351777361189363
3911,782,147,-3.7759725432787654,1,2,9,0.0,1.3351777361189363
3912,782,147,3.274757000603622,2,2,9,0.0,1.3351777361189363
3913,782,147,-0.6346508346636406,3,2,9,0.0,1.3351777361189363
3914,782,147,1.2556299765668855,4,2,9,0.0,1.3351777361189363
3915,783,113,1.328798580174303,0,2,6,0.0,0.3487556955170447
3916,783,113,-2.8314779258658276,1,2,6,0.0,0.3487556955170447
3917,783,80,-3.1638749374887665,2,2,2,0.0,-0.6045853465832371
3918,783,80,0.791128829171827,3,2,2,0.0,-0.6045853465832371
3919,783,80,0.6538804699870959,4,2,2,0.0,-0.6045853465832371
3920,784,187,2.7891194072984473,0,3,9,0.8614545985909149,1.3351777361189363
3921,784,187,3.988610177790505,1,3,9,0.8614545985909149,1.3351777361189363
3922,784,187,3.371190865060181,2,3,9,0.8614545985909149,1.3351777361189363
3923,784,187,3.9239899706340613,3,3,9,0.8614545985909149,1.3351777361189363
3924,784,187,4.320379437984391,4,3,9,0.8614545985909149,1.3351777361189363
3925,785,44,-3.953218169575468,0,2,0,0.0,-1.335177736118937
3926,785,44,-1.8117934387078733,1,2,0,0.0,-1.335177736118937
3927,785,44,-1.3461873597956662,2,2,0,0.0,-1.335177736118937
3928,785,44,-1.1237204634692033,3,2,0,0.0,-1.335177736118937
3929,785,44,-1.75233579579787,4,2,0,0.0,-1.335177736118937
3930,786,5,-1.7317926090559292,0,1,0,-0.8614545985909151,-1.335177736118937
3931,786,5,-2.384454859803357,1,1,0,-0.8614545985909151,-1.335177736118937
3932,786,5,0.012885696233817967,2,1,0,-0.8614545985909151,-1.335177736118937
3933,786,66,-5.150315823027004,3,1,1,-0.8614545985909151,-0.9084578685373851
3934,786,11,-0.6719945277205011,4,1,0,-0.8614545985909151,-1.335177736118937
3935,787,198,5.885981582207926,0,3,9,0.8614545985909149,1.3351777361189363
3936,787,198,3.1335036295655967,1,3,9,0.8614545985909149,1.3351777361189363
3937,787,198,0.909891567160777,2,3,9,0.8614545985909149,1.3351777361189363
3938,787,198,1.3371813652137727,3,3,9,0.8614545985909149,1.3351777361189363
3939,787,198,0.8548830572982602,4,3,9,0.8614545985909149,1.3351777361189363
3940,788,43,-5.617758653922703,0,1,0,-0.8614545985909151,-1.335177736118937
3941,788,43,-4.208072919862239,1,1,0,-0.8614545985909151,-1.335177736118937
3942,788,43,-1.8815700040371384,2,1,0,-0.8614545985909151,-1.335177736118937
3943,788,43,1.4092741887370401,3,1,0,-0.8614545985909151,-1.335177736118937
3944,788,43,-3.3009665911089723,4,1,0,-0.8614545985909151,-1.335177736118937
3945,789,102,-0.36103051674739384,0,2,5,0.0,0.11418529432142824
3946,789,72,-1.9335653456162023,1,2,2,0.0,-0.6045853465832371
3947,789,72,-2.243625782286811,2,2,2,0.0,-0.6045853465832371
3948,789,72,-2.7119552325671625,3,2,2,0.0,-0.6045853465832371
3949,789,72,-1.1956358610445,4,2,2,0.0,-0.6045853465832371
3950,790,7,-2.6110401834163697,0,0,0,-1.934843132203402,-1.335177736118937
3951,790,91,-5.044356870904371,1,0,4,-1.934843132203402,-0.11418529432142838
3952,790,91,-3.997176785152381,2,0,4,-1.934843132203402,-0.11418529432142838
3953,790,91,-2.872779627159413,3,0,4,-1.934843132203402,-0.11418529432142838
3954,790,91,-0.6913531776639832,4,0,4,-1.934843132203402,-0.11418529432142838
3955,791,12,-1.5476696288663279,0,0,0,-1.934843132203402,-1.335177736118937
3956,791,12,-3.7185536445502883,1,0,0,-1.934843132203402,-1.335177736118937
3957,791,28,-4.486438998470498,2,0,0,-1.934843132203402,-1.335177736118937
3958,791,28,-3.9146148703645887,3,0,0,-1.934843132203402,-1.335177736118937
3959,791,28,1.6860325626472887,4,0,0,-1.934843132203402,-1.335177736118937
3960,792,103,3.7797280368986703,0,2,5,0.0,0.11418529432142824
3961,792,103,1.0463758175537539,1,2,5,0.0,0.11418529432142824
3962,792,103,0.5229480395767094,2,2,5,0.0,0.11418529432142824
3963,792,103,-1.5941561654489258,3,2,5,0.0,0.11418529432142824
3964,792,121,0.6854554731904434,4,2,7,0.0,0.6045853465832371
3965,793,123,1.2810194801434986,0,2,7,0.0,0.6045853465832371
3966,793,123,-2.069259067619771,1,2,7,0.0,0.6045853465832371
3967,793,123,-0.4170306297711246,2,2,7,0.0,0.6045853465832371
3968,793,123,0.9207689265033849,3,2,7,0.0,0.6045853465832371
3969,793,123,0.4683925262013695,4,2,7,0.0,0.6045853465832371
3970,794,32,3.6415400140299705,0,3,0,0.8614545985909149,-1.335177736118937
3971,794,32,-1.3039774026281739,1,3,0,0.8614545985909149,-1.335177736118937
3972,794,32,-2.2495778530968646,2,3,0,0.8614545985909149,-1.335177736118937
3973,794,32,-1.1080733345220048,3,3,0,0.8614545985909149,-1.335177736118937
3974,794,32,-2.2594930658822947,4,3,0,0.8614545985909149,-1.335177736118937
3975,795,166,-0.42683458917460726,0,2,9,0.0,1.3351777361189363
3976,795,166,4.766039333267298,1,2,9,0.0,1.3351777361189363
3977,795,166,0.4560429646847779,2,2,9,0.0,1.3351777361189363
3978,795,166,0.01835263404234322,3,2,9,0.0,1.3351777361189363
3979,795,166,-1.587072542350871,4,2,9,0.0,1.3351777361189363
3980,796,156,3.294638419134592,0,4,9,1.934843132203402,1.3351777361189363
3981,796,156,2.825295206080676,1,4,9,1.934843132203402,1.3351777361189363
3982,796,156,1.886577081143676,2,4,9,1.934843132203402,1.3351777361189363
3983,796,156,2.101284194148589,3,4,9,1.934843132203402,1.3351777361189363
3984,796,147,5.9839963907904155,4,4,9,1.934843132203402,1.3351777361189363
3985,797,148,3.799959530861518,0,4,9,1.934843132203402,1.3351777361189363
3986,797,196,3.46882160525963,1,4,9,1.934843132203402,1.3351777361189363
3987,797,196,1.5653638798815646,2,4,9,1.934843132203402,1.3351777361189363
3988,797,196,2.983835388757675,3,4,9,1.934843132203402,1.3351777361189363
3989,797,196,4.429236985477358,4,4,9,1.934843132203402,1.3351777361189363
3990,798,131,3.7071611746342334,0,3,8,0.8614545985909149,0.9084578685373853
3991,798,131,1.4983135331484898,1,3,8,0.8614545985909149,0.9084578685373853
3992,798,131,3.7542253428343977,2,3,8,0.8614545985909149,0.9084578685373853
3993,798,131,1.868117138922801,3,3,8,0.8614545985909149,0.9084578685373853
3994,798,131,-0.6527198720251168,4,3,8,0.8614545985909149,0.9084578685373853
3995,799,166,9.943737332371523,0,4,9,1.934843132203402,1.3351777361189363
3996,799,166,2.937335068456459,1,4,9,1.934843132203402,1.3351777361189363
3997,799,166,4.942528563500307,2,4,9,1.934843132203402,1.3351777361189363
3998,799,166,0.8010213068361072,3,4,9,1.934843132203402,1.3351777361189363
3999,799,155,1.52726625592585,4,4,9,1.934843132203402,1.3351777361189363
4000,800,130,-1.2887730836088167,0,4,8,1.934843132203402,0.9084578685373853
4001,800,130,1.563357413154226,1,4,8,1.934843132203402,0.9084578685373853
4002,800,130,3.2991741921739863,2,4,8,1.934843132203402,0.9084578685373853
4003,800,130,0.8800326396364095,3,4,8,1.934843132203402,0.9084578685373853
4004,800,130,5.711599429559085,4,4,8,1.934843132203402,0.9084578685373853
4005,801,74,-5.843254178652469,0,1,2,-0.8614545985909151,-0.6045853465832371
4006,801,74,-3.7239476531090454,1,1,2,-0.8614545985909151,-0.6045853465832371
4007,801,74,1.4654681619068453,2,1,2,-0.8614545985909151,-0.6045853465832371
4008,801,74,-0.7144261938533716,3,1,2,-0.8614545985909151,-0.6045853465832371
4009,801,74,-3.477499421066913,4,1,2,-0.8614545985909151,-0.6045853465832371
4010,802,64,-1.7450798411187072,0,0,1,-1.934843132203402,-0.9084578685373851
4011,802,64,-4.694109595972101,1,0,1,-1.934843132203402,-0.9084578685373851
4012,802,64,-1.0378499619489125,2,0,1,-1.934843132203402,-0.9084578685373851
4013,802,64,-0.6809412313463072,3,0,1,-1.934843132203402,-0.9084578685373851
4014,802,64,-5.445258612716284,4,0,1,-1.934843132203402,-0.9084578685373851
4015,803,173,4.296651614615731,0,3,9,0.8614545985909149,1.3351777361189363
4016,803,173,2.6052519562773044,1,3,9,0.8614545985909149,1.3351777361189363
4017,803,173,6.112849310463641,2,3,9,0.8614545985909149,1.3351777361189363
4018,803,173,-3.4233983291831436,3,3,9,0.8614545985909149,1.3351777361189363
4019,803,173,1.078746731764898,4,3,9,0.8614545985909149,1.3351777361189363
4020,804,166,4.951816607355722,0,4,9,1.934843132203402,1.3351777361189363
4021,804,166,5.169965241468725,1,4,9,1.934843132203402,1.3351777361189363
4022,804,166,4.357695196104766,2,4,9,1.934843132203402,1.3351777361189363
4023,804,130,3.1486898230474303,3,4,8,1.934843132203402,0.9084578685373853
4024,804,130,1.5628536034428762,4,4,8,1.934843132203402,0.9084578685373853
4025,805,96,-2.8696662191390283,0,2,4,0.0,-0.11418529432142838
4026,805,96,-0.28915984572788994,1,2,4,0.0,-0.11418529432142838
4027,805,96,0.42279510820935035,2,2,4,0.0,-0.11418529432142838
4028,805,96,0.5596081302702649,3,2,4,0.0,-0.11418529432142838
4029,805,96,-2.809945113375782,4,2,4,0.0,-0.11418529432142838
4030,806,159,4.13793572569324,0,4,9,1.934843132203402,1.3351777361189363
4031,806,159,4.55786182219145,1,4,9,1.934843132203402,1.3351777361189363
4032,806,159,2.970759733519794,2,4,9,1.934843132203402,1.3351777361189363
4033,806,159,0.8626164871475397,3,4,9,1.934843132203402,1.3351777361189363
4034,806,159,5.212254063568559,4,4,9,1.934843132203402,1.3351777361189363
4035,807,166,3.603382995707256,0,2,9,0.0,1.3351777361189363
4036,807,166,1.6715029063882474,1,2,9,0.0,1.3351777361189363
4037,807,166,-2.0431111713048256,2,2,9,0.0,1.3351777361189363
4038,807,166,-2.83517053604535,3,2,9,0.0,1.3351777361189363
4039,807,166,1.4079161071238984,4,2,9,0.0,1.3351777361189363
4040,808,74,0.1816869523934881,0,1,2,-0.8614545985909151,-0.6045853465832371
4041,808,74,-2.9429014863395535,1,1,2,-0.8614545985909151,-0.6045853465832371
4042,808,74,-1.1386187510340864,2,1,2,-0.8614545985909151,-0.6045853465832371
4043,808,74,-0.8043871349560707,3,1,2,-0.8614545985909151,-0.6045853465832371
4044,808,74,1.9458535238964818,4,1,2,-0.8614545985909151,-0.6045853465832371
4045,809,150,4.034878107857118,0,4,9,1.934843132203402,1.3351777361189363
4046,809,150,2.8953986796748423,1,4,9,1.934843132203402,1.3351777361189363
4047,809,150,1.362648660408566,2,4,9,1.934843132203402,1.3351777361189363
4048,809,150,4.426324200025676,3,4,9,1.934843132203402,1.3351777361189363
4049,809,150,3.6523952321591393,4,4,9,1.934843132203402,1.3351777361189363
4050,810,7,-1.282880904912271,0,0,0,-1.934843132203402,-1.335177736118937
4051,810,7,-2.4220091727789375,1,0,0,-1.934843132203402,-1.335177736118937
4052,810,7,0.47673833091362283,2,0,0,-1.934843132203402,-1.335177736118937
4053,810,7,-4.84557298985437,3,0,0,-1.934843132203402,-1.335177736118937
4054,810,7,-1.8737974326190543,4,0,0,-1.934843132203402,-1.335177736118937
4055,811,124,-0.07328017327404024,0,3,7,0.8614545985909149,0.6045853465832371
4056,811,124,1.9093268580026754,1,3,7,0.8614545985909149,0.6045853465832371
4057,811,124,-1.2723483177812267,2,3,7,0.8614545985909149,0.6045853465832371
4058,811,124,4.977255293044998,3,3,7,0.8614545985909149,0.6045853465832371
4059,811,124,2.3604138714765064,4,3,7,0.8614545985909149,0.6045853465832371
4060,812,167,6.047516474864613,0,3,9,0.8614545985909149,1.3351777361189363
4061,812,167,2.2184105440192137,1,3,9,0.8614545985909149,1.3351777361189363
4062,812,167,2.764374201803581,2,3,9,0.8614545985909149,1.3351777361189363
4063,812,167,2.5986017121475737,3,3,9,0.8614545985909149,1.3351777361189363
4064,812,168,4.354202874030602,4,3,9,0.8614545985909149,1.3351777361189363
4065,813,40,-2.758471176327799,0,0,0,-1.934843132203402,-1.335177736118937
4066,813,40,-2.9995259858651777,1,0,0,-1.934843132203402,-1.335177736118937
4067,813,40,-3.4613779482633333,2,0,0,-1.934843132203402,-1.335177736118937
4068,813,14,-3.1889416653284295,3,0,0,-1.934843132203402,-1.335177736118937
4069,813,14,-4.104652651914563,4,0,0,-1.934843132203402,-1.335177736118937
4070,814,149,0.2142917255241219,0,4,9,1.934843132203402,1.3351777361189363
4071,814,149,5.56512703618659,1,4,9,1.934843132203402,1.3351777361189363
4072,814,149,2.539510064581567,2,4,9,1.934843132203402,1.3351777361189363
4073,814,149,4.926726620818366,3,4,9,1.934843132203402,1.3351777361189363
4074,814,149,5.081400389364271,4,4,9,1.934843132203402,1.3351777361189363
4075,815,50,-4.226658147751618,0,0,1,-1.934843132203402,-0.9084578685373851
4076,815,50,1.1113138542773782,1,0,1,-1.934843132203402,-0.9084578685373851
4077,815,9,-7.474748508074608,2,0,0,-1.934843132203402,-1.335177736118937
4078,815,9,-2.1361595997268292,3,0,0,-1.934843132203402,-1.335177736118937
4079,815,9,-2.2920922388210743,4,0,0,-1.934843132203402,-1.335177736118937
4080,816,158,2.5298410032369016,0,4,9,1.934843132203402,1.3351777361189363
4081,816,158,0.6631762022065457,1,4,9,1.934843132203402,1.3351777361189363
4082,816,158,4.040965683665853,2,4,9,1.934843132203402,1.3351777361189363
4083,816,158,5.548976632685567,3,4,9,1.934843132203402,1.3351777361189363
4084,816,158,4.798486749828634,4,4,9,1.934843132203402,1.3351777361189363
4085,817,180,5.296773357136116,0,4,9,1.934843132203402,1.3351777361189363
4086,817,180,4.0578808331381255,1,4,9,1.934843132203402,1.3351777361189363
4087,817,180,2.295182245449608,2,4,9,1.934843132203402,1.3351777361189363
4088,817,186,6.866312609083957,3,4,9,1.934843132203402,1.3351777361189363
4089,817,186,3.6348434320088843,4,4,9,1.934843132203402,1.3351777361189363
4090,818,45,-1.5542648729221333,0,1,0,-0.8614545985909151,-1.335177736118937
4091,818,45,-0.8767562563906963,1,1,0,-0.8614545985909151,-1.335177736118937
4092,818,45,-1.5102473744950164,2,1,0,-0.8614545985909151,-1.335177736118937
4093,818,92,-4.285190467493368,3,1,4,-0.8614545985909151,-0.11418529432142838
4094,818,92,-0.44583361398459376,4,1,4,-0.8614545985909151,-0.11418529432142838
4095,819,88,-1.7037593574693308,0,1,3,-0.8614545985909151,-0.3487556955170447
4096,819,88,-0.25913651096590673,1,1,3,-0.8614545985909151,-0.3487556955170447
4097,819,88,-1.3046660287536582,2,1,3,-0.8614545985909151,-0.3487556955170447
4098,819,88,-6.574289328363177,3,1,3,-0.8614545985909151,-0.3487556955170447
4099,819,88,-2.5132932913751205,4,1,3,-0.8614545985909151,-0.3487556955170447
4100,820,186,1.7759344382007365,0,3,9,0.8614545985909149,1.3351777361189363
4101,820,186,4.6486401043513395,1,3,9,0.8614545985909149,1.3351777361189363
4102,820,186,0.6215854784047592,2,3,9,0.8614545985909149,1.3351777361189363
4103,820,186,5.7541913660461415,3,3,9,0.8614545985909149,1.3351777361189363
4104,820,186,3.4965439478265132,4,3,9,0.8614545985909149,1.3351777361189363
4105,821,6,-2.6654058938033436,0,0,0,-1.934843132203402,-1.335177736118937
4106,821,6,-1.446630441461336,1,0,0,-1.934843132203402,-1.335177736118937
4107,821,6,-5.895812912641787,2,0,0,-1.934843132203402,-1.335177736118937
4108,821,6,-2.5167740121780935,3,0,0,-1.934843132203402,-1.335177736118937
4109,821,6,-2.2228070958051287,4,0,0,-1.934843132203402,-1.335177736118937
4110,822,51,-2.330683415238024,0,2,1,0.0,-0.9084578685373851
4111,822,51,-1.5400141089361243,1,2,1,0.0,-0.9084578685373851
4112,822,51,-0.13503196312572485,2,2,1,0.0,-0.9084578685373851
4113,822,51,-2.791859687252838,3,2,1,0.0,-0.9084578685373851
4114,822,74,1.2693170532931541,4,2,2,0.0,-0.6045853465832371
4115,823,126,2.7484707810076348,0,2,7,0.0,0.6045853465832371
4116,823,126,-1.1312051161000878,1,2,7,0.0,0.6045853465832371
4117,823,126,3.3001157306298037,2,2,7,0.0,0.6045853465832371
4118,823,126,-5.011024871062402,3,2,7,0.0,0.6045853465832371
4119,823,126,-1.9830148209251888,4,2,7,0.0,0.6045853465832371
4120,824,25,0.21896221487758027,0,2,0,0.0,-1.335177736118937
4121,824,25,0.23175783470843436,1,2,0,0.0,-1.335177736118937
4122,824,25,-1.033057860452824,2,2,0,0.0,-1.335177736118937
4123,824,25,-0.3830988107991564,3,2,0,0.0,-1.335177736118937
4124,824,69,-1.9758724216630656,4,2,1,0.0,-0.9084578685373851
4125,825,181,4.595432619372909,0,4,9,1.934843132203402,1.3351777361189363
4126,825,181,6.588542780867033,1,4,9,1.934843132203402,1.3351777361189363
4127,825,181,0.8023112236226004,2,4,9,1.934843132203402,1.3351777361189363
4128,825,181,3.288509034725003,3,4,9,1.934843132203402,1.3351777361189363
4129,825,181,1.2431041526669095,4,4,9,1.934843132203402,1.3351777361189363
4130,826,101,0.6193365742200905,0,2,5,0.0,0.11418529432142824
4131,826,113,0.6632941479371084,1,2,6,0.0,0.3487556955170447
4132,826,113,0.24291586931220963,2,2,6,0.0,0.3487556955170447
4133,826,113,1.9124997566885567,3,2,6,0.0,0.3487556955170447
4134,826,113,-1.731370837881846,4,2,6,0.0,0.3487556955170447
4135,827,181,3.96547623520354,0,4,9,1.934843132203402,1.3351777361189363
4136,827,181,1.605714329109254,1,4,9,1.934843132203402,1.3351777361189363
4137,827,181,4.261239705419935,2,4,9,1.934843132203402,1.3351777361189363
4138,827,181,4.166064380729451,3,4,9,1.934843132203402,1.3351777361189363
4139,827,181,5.34173549127415,4,4,9,1.934843132203402,1.3351777361189363
4140,828,165,6.898936679680344,0,4,9,1.934843132203402,1.3351777361189363
4141,828,165,3.383847141101835,1,4,9,1.934843132203402,1.3351777361189363
4142,828,165,1.8921152492904862,2,4,9,1.934843132203402,1.3351777361189363
4143,828,165,4.205549485827754,3,4,9,1.934843132203402,1.3351777361189363
4144,828,165,4.316402037508592,4,4,9,1.934843132203402,1.3351777361189363
4145,829,187,1.7035704248074757,0,4,9,1.934843132203402,1.3351777361189363
4146,829,175,2.860162187439,1,4,9,1.934843132203402,1.3351777361189363
4147,829,175,2.1043523707816654,2,4,9,1.934843132203402,1.3351777361189363
4148,829,175,4.079578631181146,3,4,9,1.934843132203402,1.3351777361189363
4149,829,175,0.49294940248313646,4,4,9,1.934843132203402,1.3351777361189363
4150,830,44,-6.339197290496774,0,0,0,-1.934843132203402,-1.335177736118937
4151,830,44,-3.5496968757290532,1,0,0,-1.934843132203402,-1.335177736118937
4152,830,44,-5.09325826365637,2,0,0,-1.934843132203402,-1.335177736118937
4153,830,44,-2.730337077288806,3,0,0,-1.934843132203402,-1.335177736118937
4154,830,44,-2.292811073775543,4,0,0,-1.934843132203402,-1.335177736118937
4155,831,117,1.1156600376422696,0,3,7,0.8614545985909149,0.6045853465832371
4156,831,117,0.2247952511979232,1,3,7,0.8614545985909149,0.6045853465832371
4157,831,117,0.22826107063379486,2,3,7,0.8614545985909149,0.6045853465832371
4158,831,117,2.189145635981684,3,3,7,0.8614545985909149,0.6045853465832371
4159,831,117,-0.666171200781998,4,3,7,0.8614545985909149,0.6045853465832371
4160,832,117,2.755194441612705,0,3,7,0.8614545985909149,0.6045853465832371
4161,832,117,1.2784355786216022,1,3,7,0.8614545985909149,0.6045853465832371
4162,832,117,4.093200062237257,2,3,7,0.8614545985909149,0.6045853465832371
4163,832,117,0.9521397654247087,3,3,7,0.8614545985909149,0.6045853465832371
4164,832,117,1.4824311958556105,4,3,7,0.8614545985909149,0.6045853465832371
4165,833,55,-1.260952345191098,0,2,1,0.0,-0.9084578685373851
4166,833,48,-2.582699987934074,1,2,0,0.0,-1.335177736118937
4167,833,48,-5.20086052485578,2,2,0,0.0,-1.335177736118937
4168,833,48,-2.524085404337688,3,2,0,0.0,-1.335177736118937
4169,833,48,-6.708574252493728,4,2,0,0.0,-1.335177736118937
4170,834,4,-3.562740807899254,0,0,0,-1.934843132203402,-1.335177736118937
4171,834,4,-6.500180115452531,1,0,0,-1.934843132203402,-1.335177736118937
4172,834,4,-4.309160946286864,2,0,0,-1.934843132203402,-1.335177736118937
4173,834,4,-0.754413848020858,3,0,0,-1.934843132203402,-1.335177736118937
4174,834,4,-1.107980849264874,4,0,0,-1.934843132203402,-1.335177736118937
4175,835,110,4.432987710781221,0,4,6,1.934843132203402,0.3487556955170447
4176,835,110,1.8882697249558853,1,4,6,1.934843132203402,0.3487556955170447
4177,835,171,2.6493518788425012,2,4,9,1.934843132203402,1.3351777361189363
4178,835,171,-0.33464581585864606,3,4,9,1.934843132203402,1.3351777361189363
4179,835,171,3.7599543305025103,4,4,9,1.934843132203402,1.3351777361189363
4180,836,173,2.0711069941001923,0,2,9,0.0,1.3351777361189363
4181,836,173,-2.8737771293398398,1,2,9,0.0,1.3351777361189363
4182,836,173,3.0973390327233785,2,2,9,0.0,1.3351777361189363
4183,836,173,-0.9009279323947612,3,2,9,0.0,1.3351777361189363
4184,836,173,-1.036702640428354,4,2,9,0.0,1.3351777361189363
4185,837,182,1.1790721341733885,0,3,9,0.8614545985909149,1.3351777361189363
4186,837,182,2.412467375666839,1,3,9,0.8614545985909149,1.3351777361189363
4187,837,182,1.3122810441534685,2,3,9,0.8614545985909149,1.3351777361189363
4188,837,182,2.5639750418186384,3,3,9,0.8614545985909149,1.3351777361189363
4189,837,198,0.33437388752066255,4,3,9,0.8614545985909149,1.3351777361189363
4190,838,71,-2.1045656634905017,0,2,2,0.0,-0.6045853465832371
4191,838,96,-0.39613492133030087,1,2,4,0.0,-0.11418529432142838
4192,838,96,1.467462641481742,2,2,4,0.0,-0.11418529432142838
4193,838,96,-0.2963424377616838,3,2,4,0.0,-0.11418529432142838
4194,838,96,1.9365597576431932,4,2,4,0.0,-0.11418529432142838
4195,839,98,0.30998195340196877,0,3,4,0.8614545985909149,-0.11418529432142838
4196,839,98,0.3505970410143346,1,3,4,0.8614545985909149,-0.11418529432142838
4197,839,98,4.875795142748534,2,3,4,0.8614545985909149,-0.11418529432142838
4198,839,98,0.9764207601049388,3,3,4,0.8614545985909149,-0.11418529432142838
4199,839,98,0.05179961776607256,4,3,4,0.8614545985909149,-0.11418529432142838
4200,840,165,-1.886317696618515,0,3,9,0.8614545985909149,1.3351777361189363
4201,840,165,1.48181645670202,1,3,9,0.8614545985909149,1.3351777361189363
4202,840,165,2.7350400714512446,2,3,9,0.8614545985909149,1.3351777361189363
4203,840,165,4.565761094092775,3,3,9,0.8614545985909149,1.3351777361189363
4204,840,165,1.7137729157916621,4,3,9,0.8614545985909149,1.3351777361189363
4205,841,189,2.429210070784367,0,4,9,1.934843132203402,1.3351777361189363
4206,841,189,5.793344290876432,1,4,9,1.934843132203402,1.3351777361189363
4207,841,189,2.05928906596266,2,4,9,1.934843132203402,1.3351777361189363
4208,841,189,2.4660088953554187,3,4,9,1.934843132203402,1.3351777361189363
4209,841,189,1.1177986592390283,4,4,9,1.934843132203402,1.3351777361189363
4210,842,164,3.1228147198084497,0,4,9,1.934843132203402,1.3351777361189363
4211,842,164,3.213735374729046,1,4,9,1.934843132203402,1.3351777361189363
4212,842,135,4.437530828901671,2,4,8,1.934843132203402,0.9084578685373853
4213,842,187,3.953610099075238,3,4,9,1.934843132203402,1.3351777361189363
4214,842,187,4.147195356962282,4,4,9,1.934843132203402,1.3351777361189363
4215,843,50,-7.517997902950714,0,0,1,-1.934843132203402,-0.9084578685373851
4216,843,24,-2.7042450384017647,1,0,0,-1.934843132203402,-1.335177736118937
4217,843,24,-2.3912042830876614,2,0,0,-1.934843132203402,-1.335177736118937
4218,843,24,-3.1376721499025004,3,0,0,-1.934843132203402,-1.335177736118937
4219,843,24,-4.847855895226097,4,0,0,-1.934843132203402,-1.335177736118937
4220,844,48,-4.053559656444275,0,0,0,-1.934843132203402,-1.335177736118937
4221,844,48,-3.4489339093724545,1,0,0,-1.934843132203402,-1.335177736118937
4222,844,48,-3.0963215932406847,2,0,0,-1.934843132203402,-1.335177736118937
4223,844,48,-4.481698694077464,3,0,0,-1.934843132203402,-1.335177736118937
4224,844,37,-5.992376096103671,4,0,0,-1.934843132203402,-1.335177736118937
4225,845,110,1.9257548013820427,0,2,6,0.0,0.3487556955170447
4226,845,110,0.5435048609550268,1,2,6,0.0,0.3487556955170447
4227,845,93,-0.1275543346953029,2,2,4,0.0,-0.11418529432142838
4228,845,93,0.35031155471743003,3,2,4,0.0,-0.11418529432142838
4229,845,93,3.510074018914899,4,2,4,0.0,-0.11418529432142838
4230,846,160,3.692616759998611,0,3,9,0.8614545985909149,1.3351777361189363
4231,846,115,0.21927007300848822,1,3,6,0.8614545985909149,0.3487556955170447
4232,846,149,-1.2078565108570136,2,3,9,0.8614545985909149,1.3351777361189363
4233,846,149,3.9616160490460937,3,3,9,0.8614545985909149,1.3351777361189363
4234,846,149,0.18918533720465902,4,3,9,0.8614545985909149,1.3351777361189363
4235,847,168,2.0000353094037604,0,3,9,0.8614545985909149,1.3351777361189363
4236,847,168,2.1851282951000357,1,3,9,0.8614545985909149,1.3351777361189363
4237,847,168,0.9610664017565564,2,3,9,0.8614545985909149,1.3351777361189363
4238,847,168,-0.8300727791825753,3,3,9,0.8614545985909149,1.3351777361189363
4239,847,168,-2.0588165086904704,4,3,9,0.8614545985909149,1.3351777361189363
4240,848,134,0.9256925651663218,0,3,8,0.8614545985909149,0.9084578685373853
4241,848,134,2.728773196833114,1,3,8,0.8614545985909149,0.9084578685373853
4242,848,134,-0.30777840589858974,2,3,8,0.8614545985909149,0.9084578685373853
4243,848,134,3.030735017853688,3,3,8,0.8614545985909149,0.9084578685373853
4244,848,130,2.57200739051736,4,3,8,0.8614545985909149,0.9084578685373853
4245,849,183,1.7948435196553807,0,4,9,1.934843132203402,1.3351777361189363
4246,849,183,1.5920436539606038,1,4,9,1.934843132203402,1.3351777361189363
4247,849,184,0.4036347296358236,2,4,9,1.934843132203402,1.3351777361189363
4248,849,184,4.926845487398339,3,4,9,1.934843132203402,1.3351777361189363
4249,849,184,3.428428597127113,4,4,9,1.934843132203402,1.3351777361189363
4250,850,57,-2.8709335150424358,0,0,1,-1.934843132203402,-0.9084578685373851
4251,850,57,-3.5211327830623436,1,0,1,-1.934843132203402,-0.9084578685373851
4252,850,57,-1.6330502603850543,2,0,1,-1.934843132203402,-0.9084578685373851
4253,850,57,-4.199871384658783,3,0,1,-1.934843132203402,-0.9084578685373851
4254,850,57,-1.5528974786346508,4,0,1,-1.934843132203402,-0.9084578685373851
4255,851,3,-3.476630906286893,0,1,0,-0.8614545985909151,-1.335177736118937
4256,851,3,-1.5296377097460865,1,1,0,-0.8614545985909151,-1.335177736118937
4257,851,3,0.5862484914121389,2,1,0,-0.8614545985909151,-1.335177736118937
